term,Negative freq,Plot freq,Positive freq,score,cnt,logcnt
stultifyingly,1,0,0,-0.007751027598355844,1,0.0
bloodwork,2,0,0,-0.015443335290663537,2,1.0
unrewarding,2,0,0,-0.015443335290663537,2,1.0
magnificent,1,0,2,0.0075161479741632405,3,1.5849625007211563
efficiently,2,0,1,-0.007809747504403995,3,1.5849625007211563
assert,1,0,0,-0.007751027598355844,1,0.0
slides,1,0,0,-0.007751027598355844,1,0.0
downhill,2,0,0,-0.015443335290663537,2,1.0
macho,1,0,2,0.0075161479741632405,3,1.5849625007211563
remember,7,0,4,-0.02337052260716383,11,3.4594316186372978
sadly,4,0,0,-0.030827950675278923,4,2.0
thrillers,2,0,3,0.0074574280681150885,5,2.321928094887362
endings,1,0,1,-0.0001174398120963021,2,1.0
twisting,1,0,2,0.0075161479741632405,3,1.5849625007211563
oozing,0,0,1,0.007574867880211391,1,0.0
unpredictable,0,0,2,0.015208455666470933,2,1.0
warming,0,0,2,0.015208455666470933,2,1.0
oncea,0,0,1,0.007574867880211391,1,0.0
moody,1,0,3,0.015149735760422781,4,2.0
roughshod,0,0,1,0.007574867880211391,1,0.0
suits,1,0,1,-0.0001174398120963021,2,1.0
geriatric,1,0,1,-0.0001174398120963021,2,1.0
wherein,0,0,1,0.007574867880211391,1,0.0
loyal,0,0,1,0.007574867880211391,1,0.0
incompetent,3,0,1,-0.015502055196711688,4,2.0
kicking,2,0,2,-0.00017615971814445228,4,2.0
liberated,0,0,2,0.015208455666470933,2,1.0
wielding,1,0,1,-0.0001174398120963021,2,1.0
magnum,0,0,1,0.007574867880211391,1,0.0
butt,1,0,1,-0.0001174398120963021,2,1.0
supporting,2,0,4,0.015091015854374633,6,2.584962500721156
weaker,1,0,0,-0.007751027598355844,1,0.0
moviemaking,1,0,4,0.022783323546682326,5,2.321928094887362
icon,2,0,1,-0.007809747504403995,3,1.5849625007211563
stumble,2,0,0,-0.015443335290663537,2,1.0
evident,0,0,2,0.015208455666470933,2,1.0
skillful,1,0,3,0.015149735760422781,4,2.0
percolating,0,0,2,0.015208455666470933,2,1.0
admire,2,0,2,-0.00017615971814445228,4,2.0
stately,0,0,2,0.015208455666470933,2,1.0
exasperated,0,0,1,0.007574867880211391,1,0.0
noticeable,0,0,2,0.015208455666470933,2,1.0
classicism,0,0,1,0.007574867880211391,1,0.0
solemnity,2,0,0,-0.015443335290663537,2,1.0
pump,2,0,0,-0.015443335290663537,2,1.0
laughable,4,0,0,-0.030827950675278923,4,2.0
overworked,1,0,0,-0.007751027598355844,1,0.0
twists,5,0,9,0.030182031708749266,14,3.8073549220576037
winds,3,0,2,-0.007868467410452145,5,2.321928094887362
professionalism,1,0,1,-0.0001174398120963021,2,1.0
lacks,17,0,12,-0.039224897240164425,29,4.857980995127573
doughty,0,0,1,0.007574867880211391,1,0.0
argued,0,0,1,0.007574867880211391,1,0.0
metaphysically,0,0,1,0.007574867880211391,1,0.0
dunit,0,0,1,0.007574867880211391,1,0.0
outset,0,0,1,0.007574867880211391,1,0.0
suppose,1,0,1,-0.0001174398120963021,2,1.0
vital,1,0,2,0.0075161479741632405,3,1.5849625007211563
universality,0,0,1,0.007574867880211391,1,0.0
exudes,1,0,1,-0.0001174398120963021,2,1.0
machines,0,0,2,0.015208455666470933,2,1.0
provokes,1,0,1,-0.0001174398120963021,2,1.0
nationalism,0,0,2,0.015208455666470933,2,1.0
accessible,2,0,4,0.015091015854374633,6,2.584962500721156
lesson,2,0,6,0.030358191426893714,8,3.0
disagreement,0,0,1,0.007574867880211391,1,0.0
undeniable,0,0,5,0.03810921902524956,5,2.321928094887362
forceful,0,0,1,0.007574867880211391,1,0.0
significant,1,0,3,0.015149735760422781,4,2.0
movingit,0,0,1,0.007574867880211391,1,0.0
historically,1,0,1,-0.0001174398120963021,2,1.0
astonishingly,1,0,1,-0.0001174398120963021,2,1.0
masterfully,0,0,3,0.022842043452730474,3,1.5849625007211563
prevention,0,0,1,0.007574867880211391,1,0.0
sunday,0,0,7,0.05337639459776864,7,2.807354922057604
accomplishes,0,0,2,0.015208455666470933,2,1.0
explaining,0,0,1,0.007574867880211391,1,0.0
linger,0,0,2,0.015208455666470933,2,1.0
ended,1,0,7,0.04568408690546095,8,3.0
shellshock,0,0,1,0.007574867880211391,1,0.0
shrapnel,0,0,1,0.007574867880211391,1,0.0
fiery,0,0,1,0.007574867880211391,1,0.0
characterizations,0,0,1,0.007574867880211391,1,0.0
thinness,1,0,1,-0.0001174398120963021,2,1.0
agitprop,1,0,1,-0.0001174398120963021,2,1.0
calm,0,0,2,0.015208455666470933,2,1.0
solemn,2,0,0,-0.015443335290663537,2,1.0
detached,1,0,1,-0.0001174398120963021,2,1.0
horrifying,1,0,2,0.0075161479741632405,3,1.5849625007211563
solace,0,0,1,0.007574867880211391,1,0.0
fierce,1,0,3,0.015149735760422781,4,2.0
merely,7,0,7,-0.0004697592483852084,14,3.8073549220576037
recount,1,0,1,-0.0001174398120963021,2,1.0
jerky,0,0,2,0.015208455666470933,2,1.0
held,2,0,3,0.0074574280681150885,5,2.321928094887362
nesbitt,0,0,2,0.015208455666470933,2,1.0
chaos,0,0,3,0.022842043452730474,3,1.5849625007211563
conflagration,0,0,1,0.007574867880211391,1,0.0
shaken,0,0,1,0.007574867880211391,1,0.0
fury,0,0,3,0.022842043452730474,3,1.5849625007211563
z,0,0,2,0.015208455666470933,2,1.0
throat,1,0,2,0.0075161479741632405,3,1.5849625007211563
algiers,0,0,2,0.015208455666470933,2,1.0
clutching,0,0,2,0.015208455666470933,2,1.0
stands,4,0,8,0.030240751614797418,12,3.5849625007211565
alongside,0,0,2,0.015208455666470933,2,1.0
connects,0,0,2,0.015208455666470933,2,1.0
counts,0,0,2,0.015208455666470933,2,1.0
transcends,0,0,6,0.0457428068115091,6,2.584962500721156
total,3,0,3,-0.0002348796241926042,6,2.584962500721156
authentically,1,0,1,-0.0001174398120963021,2,1.0
purposeless,1,0,0,-0.007751027598355844,1,0.0
pandemonium,1,0,0,-0.007751027598355844,1,0.0
simplistic,6,0,3,-0.023311802701115682,9,3.1699250014423126
sided,3,0,1,-0.015502055196711688,4,2.0
explanations,1,0,0,-0.007751027598355844,1,0.0
stylistically,1,0,0,-0.007751027598355844,1,0.0
collective,2,0,1,-0.007809747504403995,3,1.5849625007211563
flesh,0,0,3,0.022842043452730474,3,1.5849625007211563
combatants,0,0,1,0.007574867880211391,1,0.0
bubble,1,0,2,0.0075161479741632405,3,1.5849625007211563
primitive,0,0,1,0.007574867880211391,1,0.0
snowballs,0,0,1,0.007574867880211391,1,0.0
dizzying,0,0,1,0.007574867880211391,1,0.0
cooker,1,0,1,-0.0001174398120963021,2,1.0
thereafter,0,0,1,0.007574867880211391,1,0.0
memorial,0,0,1,0.007574867880211391,1,0.0
reconstruction,0,0,1,0.007574867880211391,1,0.0
fitting,1,0,2,0.0075161479741632405,3,1.5849625007211563
admirable,0,0,4,0.03047563123899002,4,2.0
torrent,0,0,1,0.007574867880211391,1,0.0
complications,0,0,1,0.007574867880211391,1,0.0
advocacy,0,0,1,0.007574867880211391,1,0.0
terrifying,1,0,3,0.015149735760422781,4,2.0
tad,2,0,0,-0.015443335290663537,2,1.0
greengrass,1,0,2,0.0075161479741632405,3,1.5849625007211563
intelligibility,1,0,0,-0.007751027598355844,1,0.0
devastatingly,0,0,1,0.007574867880211391,1,0.0
violently,0,0,1,0.007574867880211391,1,0.0
admired,0,0,2,0.015208455666470933,2,1.0
elegy,0,0,1,0.007574867880211391,1,0.0
bracing,0,0,2,0.015208455666470933,2,1.0
socio,0,0,2,0.015208455666470933,2,1.0
mullan,0,0,1,0.007574867880211391,1,0.0
forgoes,0,0,1,0.007574867880211391,1,0.0
frightening,2,0,2,-0.00017615971814445228,4,2.0
pulsating,0,0,2,0.015208455666470933,2,1.0
instinct,0,0,3,0.022842043452730474,3,1.5849625007211563
wallop,0,0,4,0.03047563123899002,4,2.0
duck,1,0,1,-0.0001174398120963021,2,1.0
immediacy,0,0,1,0.007574867880211391,1,0.0
engulfed,0,0,1,0.007574867880211391,1,0.0
earthy,0,0,1,0.007574867880211391,1,0.0
boldness,0,0,1,0.007574867880211391,1,0.0
pontecorvo,0,0,1,0.007574867880211391,1,0.0
gillo,0,0,1,0.007574867880211391,1,0.0
managed,0,0,3,0.022842043452730474,3,1.5849625007211563
cinematography,4,0,4,-0.00029359953024075264,8,3.0
stylistic,0,0,4,0.03047563123899002,4,2.0
tour,0,0,2,0.015208455666470933,2,1.0
undoubted,0,0,1,0.007574867880211391,1,0.0
lifts,0,0,2,0.015208455666470933,2,1.0
surfing,2,0,4,0.015091015854374633,6,2.584962500721156
subculture,0,0,1,0.007574867880211391,1,0.0
sport,1,0,1,-0.0001174398120963021,2,1.0
reverence,1,0,1,-0.0001174398120963021,2,1.0
adorned,0,0,1,0.007574867880211391,1,0.0
awesome,1,0,1,-0.0001174398120963021,2,1.0
washed,1,0,1,-0.0001174398120963021,2,1.0
stylings,0,0,1,0.007574867880211391,1,0.0
scripting,0,0,2,0.015208455666470933,2,1.0
sumptuous,1,0,1,-0.0001174398120963021,2,1.0
stockwell,0,0,1,0.007574867880211391,1,0.0
muscles,0,0,1,0.007574867880211391,1,0.0
gidget,0,0,1,0.007574867880211391,1,0.0
smarts,0,0,1,0.007574867880211391,1,0.0
camerawork,1,0,2,0.0075161479741632405,3,1.5849625007211563
cheerful,2,0,0,-0.015443335290663537,2,1.0
scenery,2,0,1,-0.007809747504403995,3,1.5849625007211563
sunburn,1,0,0,-0.007751027598355844,1,0.0
inspire,4,0,3,-0.007927187316500297,7,2.807354922057604
built,4,0,1,-0.023194362889019382,5,2.321928094887362
remarkable,4,0,7,0.02260716382853787,11,3.4594316186372978
soundtrack,9,0,2,-0.054022313564298305,11,3.4594316186372978
unending,1,0,0,-0.007751027598355844,1,0.0
downtime,1,0,0,-0.007751027598355844,1,0.0
vertical,2,0,0,-0.015443335290663537,2,1.0
limit,2,0,1,-0.007809747504403995,3,1.5849625007211563
doppelganger,0,0,1,0.007574867880211391,1,0.0
flex,0,0,1,0.007574867880211391,1,0.0
estrogen,1,0,1,-0.0001174398120963021,2,1.0
feminine,0,0,1,0.007574867880211391,1,0.0
antidote,0,0,2,0.015208455666470933,2,1.0
thon,0,0,1,0.007574867880211391,1,0.0
cannier,0,0,1,0.007574867880211391,1,0.0
weep,1,0,1,-0.0001174398120963021,2,1.0
respected,1,0,0,-0.007751027598355844,1,0.0
foremostthe,0,0,1,0.007574867880211391,1,0.0
hennings,0,0,1,0.007574867880211391,1,0.0
swims,1,0,1,-0.0001174398120963021,2,1.0
sleeper,2,0,2,-0.00017615971814445228,4,2.0
grade,5,0,2,-0.02325308279506753,7,2.807354922057604
physicality,0,0,1,0.007574867880211391,1,0.0
boards,1,0,1,-0.0001174398120963021,2,1.0
sand,0,0,1,0.007574867880211391,1,0.0
swear,1,0,1,-0.0001174398120963021,2,1.0
convincing,1,0,5,0.030416911332941866,6,2.584962500721156
creeping,0,0,2,0.015208455666470933,2,1.0
stitched,1,0,0,-0.007751027598355844,1,0.0
tides,1,0,0,-0.007751027598355844,1,0.0
grouper,1,0,0,-0.007751027598355844,1,0.0
gasping,1,0,1,-0.0001174398120963021,2,1.0
melodrama,11,0,3,-0.06177334116265415,14,3.8073549220576037
beached,1,0,0,-0.007751027598355844,1,0.0
radar,2,0,2,-0.00017615971814445228,4,2.0
crappola,0,0,1,0.007574867880211391,1,0.0
operating,0,0,1,0.007574867880211391,1,0.0
stewart,0,0,2,0.015208455666470933,2,1.0
entry,2,0,4,0.015091015854374633,6,2.584962500721156
wherever,0,0,1,0.007574867880211391,1,0.0
core,8,0,5,-0.023429242513211983,13,3.700439718141092
summertime,1,0,2,0.0075161479741632405,3,1.5849625007211563
sounds,3,0,4,0.00739870816206694,7,2.807354922057604
enveloping,0,0,1,0.007574867880211391,1,0.0
cresting,1,0,0,-0.007751027598355844,1,0.0
fillers,1,0,0,-0.007751027598355844,1,0.0
storylines,1,0,0,-0.007751027598355844,1,0.0
horrible,5,0,0,-0.038520258367586616,5,2.321928094887362
bitchin,0,0,1,0.007574867880211391,1,0.0
bikini,0,0,1,0.007574867880211391,1,0.0
ankle,0,0,1,0.007574867880211391,1,0.0
babes,0,0,2,0.015208455666470933,2,1.0
prolonged,1,0,0,-0.007751027598355844,1,0.0
barn,1,0,1,-0.0001174398120963021,2,1.0
burningly,1,0,0,-0.007751027598355844,1,0.0
favor,3,0,1,-0.015502055196711688,4,2.0
emphasis,3,0,0,-0.02313564298297123,3,1.5849625007211563
shifted,1,0,0,-0.007751027598355844,1,0.0
waterlogged,3,0,0,-0.02313564298297123,3,1.5849625007211563
posters,0,0,1,0.007574867880211391,1,0.0
bikinis,0,0,1,0.007574867880211391,1,0.0
bosworth,0,0,1,0.007574867880211391,1,0.0
surfboards,0,0,1,0.007574867880211391,1,0.0
dazzling,1,0,6,0.03805049911920141,7,2.807354922057604
form,2,0,6,0.030358191426893714,8,3.0
thrillingly,0,0,1,0.007574867880211391,1,0.0
stoked,0,0,1,0.007574867880211391,1,0.0
schmaltz,2,0,0,-0.015443335290663537,2,1.0
empowering,1,0,0,-0.007751027598355844,1,0.0
afterthought,1,0,1,-0.0001174398120963021,2,1.0
creaky,2,0,0,-0.015443335290663537,2,1.0
conditioning,1,0,1,-0.0001174398120963021,2,1.0
dazzled,0,0,1,0.007574867880211391,1,0.0
noticed,1,0,1,-0.0001174398120963021,2,1.0
incurious,0,0,1,0.007574867880211391,1,0.0
gadfly,0,0,1,0.007574867880211391,1,0.0
perfected,0,0,1,0.007574867880211391,1,0.0
aggrandizing,0,0,1,0.007574867880211391,1,0.0
potent,0,0,3,0.022842043452730474,3,1.5849625007211563
politically,0,0,1,0.007574867880211391,1,0.0
politics,3,0,7,0.030299471520845563,10,3.3219280948873626
understandable,0,0,2,0.015208455666470933,2,1.0
tiros,0,0,1,0.007574867880211391,1,0.0
como,1,0,2,0.0075161479741632405,3,1.5849625007211563
columbine,0,0,9,0.06864357017028773,9,3.1699250014423126
trocadilho,0,0,1,0.007574867880211391,1,0.0
negar,0,0,1,0.007574867880211391,1,0.0
não,3,0,2,-0.007868467410452145,5,2.321928094887362
brilhantismo,0,0,1,0.007574867880211391,1,0.0
seu,0,0,1,0.007574867880211391,1,0.0
há,0,0,1,0.007574867880211391,1,0.0
alvo,0,0,1,0.007574867880211391,1,0.0
perdão,0,0,1,0.007574867880211391,1,0.0
quando,0,0,1,0.007574867880211391,1,0.0
argumentação,0,0,1,0.007574867880211391,1,0.0
acerta,0,0,1,0.007574867880211391,1,0.0
diretor,1,0,1,-0.0001174398120963021,2,1.0
suggest,1,0,4,0.022783323546682326,5,2.321928094887362
darkest,0,0,1,0.007574867880211391,1,0.0
sheds,0,0,2,0.015208455666470933,2,1.0
torch,0,0,1,0.007574867880211391,1,0.0
bespectacled,0,0,1,0.007574867880211391,1,0.0
underpaid,0,0,1,0.007574867880211391,1,0.0
shuffling,0,0,1,0.007574867880211391,1,0.0
jeans,0,0,1,0.007574867880211391,1,0.0
baggy,1,0,1,-0.0001174398120963021,2,1.0
bowling,0,0,8,0.06100998238402819,8,3.0
disquieting,0,0,1,0.007574867880211391,1,0.0
solutions,0,0,3,0.022842043452730474,3,1.5849625007211563
reactions,0,0,1,0.007574867880211391,1,0.0
steering,0,0,1,0.007574867880211391,1,0.0
jerk,1,0,1,-0.0001174398120963021,2,1.0
knee,1,0,1,-0.0001174398120963021,2,1.0
genius,1,0,1,-0.0001174398120963021,2,1.0
incendiary,0,0,1,0.007574867880211391,1,0.0
polemiclove,0,0,1,0.007574867880211391,1,0.0
convictions,1,0,3,0.015149735760422781,4,2.0
admirethe,0,0,1,0.007574867880211391,1,0.0
objective,1,0,3,0.015149735760422781,4,2.0
loathe,0,0,1,0.007574867880211391,1,0.0
applaud,0,0,3,0.022842043452730474,3,1.5849625007211563
debate,0,0,3,0.022842043452730474,3,1.5849625007211563
walking,1,0,3,0.015149735760422781,4,2.0
camps,1,0,1,-0.0001174398120963021,2,1.0
encourage,0,0,2,0.015208455666470933,2,1.0
halfway,4,0,1,-0.023194362889019382,5,2.321928094887362
brim,1,0,1,-0.0001174398120963021,2,1.0
rambling,0,0,1,0.007574867880211391,1,0.0
instigator,0,0,1,0.007574867880211391,1,0.0
crucifixion,0,0,1,0.007574867880211391,1,0.0
juxtaposition,0,0,1,0.007574867880211391,1,0.0
operandi,0,0,1,0.007574867880211391,1,0.0
modus,0,0,1,0.007574867880211391,1,0.0
veneer,0,0,2,0.015208455666470933,2,1.0
strength,1,0,5,0.030416911332941866,6,2.584962500721156
paints,1,0,2,0.0075161479741632405,3,1.5849625007211563
soaked,1,0,1,-0.0001174398120963021,2,1.0
theaters,4,0,4,-0.00029359953024075264,8,3.0
veins,0,0,1,0.007574867880211391,1,0.0
unindicted,0,0,1,0.007574867880211391,1,0.0
zeal,1,0,3,0.015149735760422781,4,2.0
asking,0,0,3,0.022842043452730474,3,1.5849625007211563
root,1,0,3,0.015149735760422781,4,2.0
valuable,1,0,4,0.022783323546682326,5,2.321928094887362
journalist,0,0,1,0.007574867880211391,1,0.0
requirements,0,0,1,0.007574867880211391,1,0.0
afflict,0,0,1,0.007574867880211391,1,0.0
fulfils,0,0,2,0.015208455666470933,2,1.0
afflicted,0,0,1,0.007574867880211391,1,0.0
china,0,0,1,0.007574867880211391,1,0.0
liberalism,0,0,1,0.007574867880211391,1,0.0
provocateur,0,0,1,0.007574867880211391,1,0.0
bull,3,0,2,-0.007868467410452145,5,2.321928094887362
progressive,0,0,1,0.007574867880211391,1,0.0
groups,1,0,1,-0.0001174398120963021,2,1.0
slaps,0,0,1,0.007574867880211391,1,0.0
glib,1,0,2,0.0075161479741632405,3,1.5849625007211563
fudges,1,0,0,-0.007751027598355844,1,0.0
engages,1,0,2,0.0075161479741632405,3,1.5849625007211563
satirical,3,0,3,-0.0002348796241926042,6,2.584962500721156
journalism,1,0,1,-0.0001174398120963021,2,1.0
facile,2,0,1,-0.007809747504403995,3,1.5849625007211563
swift,0,0,1,0.007574867880211391,1,0.0
service,1,0,4,0.022783323546682326,5,2.321928094887362
remaining,1,0,1,-0.0001174398120963021,2,1.0
invaluable,0,0,1,0.007574867880211391,1,0.0
critics,3,0,4,0.00739870816206694,7,2.807354922057604
encouraging,1,0,2,0.0075161479741632405,3,1.5849625007211563
sparking,0,0,1,0.007574867880211391,1,0.0
savagely,0,0,1,0.007574867880211391,1,0.0
provoke,1,0,2,0.0075161479741632405,3,1.5849625007211563
stimulating,0,0,4,0.03047563123899002,4,2.0
unnerving,1,0,5,0.030416911332941866,6,2.584962500721156
scratches,0,0,1,0.007574867880211391,1,0.0
itch,0,0,1,0.007574867880211391,1,0.0
fingering,0,0,1,0.007574867880211391,1,0.0
mull,0,0,2,0.015208455666470933,2,1.0
outright,0,0,2,0.015208455666470933,2,1.0
coaxes,0,0,1,0.007574867880211391,1,0.0
energizing,0,0,1,0.007574867880211391,1,0.0
imperfectly,0,0,1,0.007574867880211391,1,0.0
scary,10,0,11,0.006987668819729884,21,4.392317422778761
obsession,1,0,1,-0.0001174398120963021,2,1.0
volcanically,0,0,1,0.007574867880211391,1,0.0
meant,2,0,3,0.0074574280681150885,5,2.321928094887362
thoughtfulness,1,0,1,-0.0001174398120963021,2,1.0
ferocity,1,0,1,-0.0001174398120963021,2,1.0
debated,0,0,1,0.007574867880211391,1,0.0
appropriate,4,0,1,-0.023194362889019382,5,2.321928094887362
widely,0,0,1,0.007574867880211391,1,0.0
shticks,0,0,1,0.007574867880211391,1,0.0
noisy,2,0,1,-0.007809747504403995,3,1.5849625007211563
consciousness,1,0,3,0.015149735760422781,4,2.0
royally,0,0,1,0.007574867880211391,1,0.0
searching,3,0,1,-0.015502055196711688,4,2.0
sick,3,0,3,-0.0002348796241926042,6,2.584962500721156
rekindles,0,0,1,0.007574867880211391,1,0.0
muckraking,0,0,1,0.007574867880211391,1,0.0
1960s,0,0,1,0.007574867880211391,1,0.0
thirst,0,0,1,0.007574867880211391,1,0.0
understands,1,0,5,0.030416911332941866,6,2.584962500721156
disposition,0,0,1,0.007574867880211391,1,0.0
sunny,0,0,3,0.022842043452730474,3,1.5849625007211563
dimensional,2,0,5,0.022724603640634174,7,2.807354922057604
digest,0,0,2,0.015208455666470933,2,1.0
easier,5,0,1,-0.030886670581327075,6,2.584962500721156
exhibit,1,0,1,-0.0001174398120963021,2,1.0
hackneyed,8,0,3,-0.03869641808573107,11,3.4594316186372978
brown,3,0,7,0.030299471520845563,10,3.3219280948873626
sugar,7,0,11,0.030064591896652962,18,4.169925001442312
articulate,1,0,1,-0.0001174398120963021,2,1.0
signals,1,0,2,0.0075161479741632405,3,1.5849625007211563
famuyiwa,0,0,2,0.015208455666470933,2,1.0
ups,5,0,3,-0.01561949500880799,8,3.0
obligatory,4,0,0,-0.030827950675278923,4,2.0
haven,4,0,5,0.007339988256018788,9,3.1699250014423126
scuttled,1,0,0,-0.007751027598355844,1,0.0
regard,2,0,0,-0.015443335290663537,2,1.0
boilerplate,2,0,0,-0.015443335290663537,2,1.0
asleep,1,0,0,-0.007751027598355844,1,0.0
liven,2,0,0,-0.015443335290663537,2,1.0
sorely,3,0,0,-0.02313564298297123,3,1.5849625007211563
guarantee,2,0,1,-0.007809747504403995,3,1.5849625007211563
metaphor,0,0,2,0.015208455666470933,2,1.0
boogaloo,1,0,0,-0.007751027598355844,1,0.0
yo,1,0,0,-0.007751027598355844,1,0.0
electric,2,0,1,-0.007809747504403995,3,1.5849625007211563
blandness,3,0,0,-0.02313564298297123,3,1.5849625007211563
calculations,1,0,0,-0.007751027598355844,1,0.0
curse,1,0,1,-0.0001174398120963021,2,1.0
admirably,0,0,2,0.015208455666470933,2,1.0
weaving,0,0,1,0.007574867880211391,1,0.0
aspires,1,0,1,-0.0001174398120963021,2,1.0
rapport,0,0,2,0.015208455666470933,2,1.0
exceptionally,0,0,4,0.03047563123899002,4,2.0
cheery,1,0,2,0.0075161479741632405,3,1.5849625007211563
relaxing,0,0,1,0.007574867880211391,1,0.0
cozy,0,0,1,0.007574867880211391,1,0.0
manner,3,0,7,0.030299471520845563,10,3.3219280948873626
contrivance,0,0,2,0.015208455666470933,2,1.0
genre,13,0,20,0.05261303581914267,33,5.044394119358453
tasteful,1,0,2,0.0075161479741632405,3,1.5849625007211563
forcing,1,0,1,-0.0001174398120963021,2,1.0
conceal,0,0,1,0.007574867880211391,1,0.0
harder,2,0,1,-0.007809747504403995,3,1.5849625007211563
wish,6,0,3,-0.023311802701115682,9,3.1699250014423126
contrivances,1,0,5,0.030416911332941866,6,2.584962500721156
goals,1,0,2,0.0075161479741632405,3,1.5849625007211563
decisions,0,0,1,0.007574867880211391,1,0.0
arcana,1,0,0,-0.007751027598355844,1,0.0
rap,7,0,0,-0.053904873752202,7,2.807354922057604
savviest,1,0,0,-0.007751027598355844,1,0.0
referencing,1,0,0,-0.007751027598355844,1,0.0
alienate,2,0,1,-0.007809747504403995,3,1.5849625007211563
hear,4,0,2,-0.015560775102759838,6,2.584962500721156
records,1,0,0,-0.007751027598355844,1,0.0
etc,2,0,0,-0.015443335290663537,2,1.0
revels,1,0,0,-0.007751027598355844,1,0.0
apartments,1,0,0,-0.007751027598355844,1,0.0
unintentionally,6,0,0,-0.04621256605989431,6,2.584962500721156
pornographic,1,0,0,-0.007751027598355844,1,0.0
drumbeat,1,0,0,-0.007751027598355844,1,0.0
authenticity,2,0,0,-0.015443335290663537,2,1.0
hoops,0,0,1,0.007574867880211391,1,0.0
summons,1,0,0,-0.007751027598355844,1,0.0
cloying,2,0,1,-0.007809747504403995,3,1.5849625007211563
quadrangle,1,0,0,-0.007751027598355844,1,0.0
easygoing,0,0,1,0.007574867880211391,1,0.0
appreciate,2,0,7,0.037991779213153255,9,3.1699250014423126
kissy,0,0,1,0.007574867880211391,1,0.0
sincerity,0,0,2,0.015208455666470933,2,1.0
watered,2,0,1,-0.007809747504403995,3,1.5849625007211563
criticizes,1,0,0,-0.007751027598355844,1,0.0
industry,2,0,6,0.030358191426893714,8,3.0
lawrence,12,0,6,-0.04656488549618321,18,4.169925001442312
martin,5,0,5,-0.00035231943628890455,10,3.3219280948873626
obnoxiously,0,0,1,0.007574867880211391,1,0.0
explode,0,0,1,0.007574867880211391,1,0.0
screens,0,0,3,0.022842043452730474,3,1.5849625007211563
shelf,4,0,2,-0.015560775102759838,6,2.584962500721156
languishing,0,0,1,0.007574867880211391,1,0.0
irritates,0,0,1,0.007574867880211391,1,0.0
saddens,0,0,1,0.007574867880211391,1,0.0
deserve,4,0,1,-0.023194362889019382,5,2.321928094887362
*,6,0,8,0.014856136230182032,14,3.8073549220576037
undead,0,0,1,0.007574867880211391,1,0.0
regret,1,0,1,-0.0001174398120963021,2,1.0
atmospherics,0,0,1,0.007574867880211391,1,0.0
combines,0,0,3,0.022842043452730474,3,1.5849625007211563
zinger,1,0,1,-0.0001174398120963021,2,1.0
crowd,6,0,8,0.014856136230182032,14,3.8073549220576037
pleaser,1,0,7,0.04568408690546095,8,3.0
minded,3,0,6,0.022665883734586022,9,3.1699250014423126
schlepping,0,0,1,0.007574867880211391,1,0.0
ashtray,0,0,1,0.007574867880211391,1,0.0
maker,1,0,4,0.022783323546682326,5,2.321928094887362
indiana,0,0,1,0.007574867880211391,1,0.0
misplaced,1,0,1,-0.0001174398120963021,2,1.0
globe,0,0,1,0.007574867880211391,1,0.0
fingers,0,0,2,0.015208455666470933,2,1.0
snap,1,0,1,-0.0001174398120963021,2,1.0
sinatra,0,0,1,0.007574867880211391,1,0.0
grinning,1,0,1,-0.0001174398120963021,2,1.0
sobre,0,0,3,0.022842043452730474,3,1.5849625007211563
personagens,0,0,2,0.015208455666470933,2,1.0
interações,0,0,1,0.007574867880211391,1,0.0
apenas,1,0,1,-0.0001174398120963021,2,1.0
um,6,0,4,-0.015678214914856138,10,3.3219280948873626
curiosa,0,0,1,0.007574867880211391,1,0.0
mas,2,0,2,-0.00017615971814445228,4,2.0
seus,0,0,1,0.007574867880211391,1,0.0
torna,0,0,1,0.007574867880211391,1,0.0
uma,1,0,4,0.022783323546682326,5,2.321928094887362
perseguição,0,0,1,0.007574867880211391,1,0.0
às,0,0,1,0.007574867880211391,1,0.0
belo,1,0,1,-0.0001174398120963021,2,1.0
divertida,0,0,4,0.03047563123899002,4,2.0
história,0,0,1,0.007574867880211391,1,0.0
entre,0,0,1,0.007574867880211391,1,0.0
graças,0,0,1,0.007574867880211391,1,0.0
estudo,0,0,1,0.007574867880211391,1,0.0
dicaprio,0,0,3,0.022842043452730474,3,1.5849625007211563
zings,0,0,2,0.015208455666470933,2,1.0
pathos,0,0,5,0.03810921902524956,5,2.321928094887362
enjoying,2,0,3,0.0074574280681150885,5,2.321928094887362
immensely,0,0,3,0.022842043452730474,3,1.5849625007211563
impersonation,0,0,1,0.007574867880211391,1,0.0
smoothly,1,0,3,0.015149735760422781,4,2.0
definite,0,0,2,0.015208455666470933,2,1.0
delight,2,0,8,0.0456253669994128,10,3.3219280948873626
weaknesses,1,0,1,-0.0001174398120963021,2,1.0
escapism,3,0,3,-0.0002348796241926042,6,2.584962500721156
sixties,0,0,2,0.015208455666470933,2,1.0
slickness,0,0,1,0.007574867880211391,1,0.0
bouncy,1,0,4,0.022783323546682326,5,2.321928094887362
establishing,0,0,1,0.007574867880211391,1,0.0
insistence,0,0,2,0.015208455666470933,2,1.0
abagnale,0,0,1,0.007574867880211391,1,0.0
motivation,1,0,1,-0.0001174398120963021,2,1.0
missteps,0,0,2,0.015208455666470933,2,1.0
recharged,0,0,1,0.007574867880211391,1,0.0
lightest,0,0,1,0.007574867880211391,1,0.0
